idade,genero,pcd,ufOndeMora,cargoAtual,nivel,tempoDeExperienciaemDados,tempodeExperienciaEmTi
37,Masculino,Não,,,,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Feminino,Não,SP,Analista de Negócios/Business Analyst,Pleno,de 1 a 2 anos,de 3 a 4 anos
35,Masculino,Não,MG,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,de 7 a 10 anos
29,Masculino,Não,SP,Cientista de Dados/Data Scientist,Sênior,de 7 a 10 anos,de 5 a 6 anos
49,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,de 3 a 4 anos
30,Masculino,Não,BA,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
40,Feminino,Não,DF,Analista de Negócios/Business Analyst,Sênior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
23,Masculino,Não,AM,Analista de Dados/Data Analyst,Júnior,de 3 a 4 anos,Menos de 1 ano
32,Masculino,Não,SP,,,de 3 a 4 anos,de 7 a 10 anos
35,Masculino,Não,MG,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,de 5 a 6 anos
31,Masculino,Não,SP,Arquiteto de Dados/Data Architect,Sênior,de 7 a 10 anos,Menos de 1 ano
31,Masculino,Não,SP,Cientista de Dados/Data Scientist,Júnior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
41,Masculino,Não,SP,Cientista de Dados/Data Scientist,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Masculino,Não,,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25,Masculino,Não,BA,Outra Opção,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Masculino,Não,RS,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
21,Masculino,Não,RJ,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,MT,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 1 a 2 anos,de 3 a 4 anos
24,Feminino,Não,SP,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26,Masculino,Não,MS,Analista de Negócios/Business Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,MT,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,de 3 a 4 anos
50,Masculino,Não,RS,Arquiteto de Dados/Data Architect,Sênior,Mais de 10 anos,Mais de 10 anos
25,Masculino,Não,RS,,,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,SP,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
52,Masculino,Não,SP,,,Mais de 10 anos,Mais de 10 anos
32,Masculino,Não,CE,Cientista de Dados/Data Scientist,Sênior,de 7 a 10 anos,de 5 a 6 anos
27,Feminino,Não,DF,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26,Masculino,Não,RJ,,,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Masculino,Não,PR,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
39,Masculino,Não,SP,,,Mais de 10 anos,Mais de 10 anos
36,Masculino,Não,SP,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de 1 a 2 anos,de 7 a 10 anos
23,Masculino,Não,DF,Analista de BI/BI Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Masculino,Não,AP,Analista de Dados/Data Analyst,Sênior,de 7 a 10 anos,Menos de 1 ano
33,Feminino,Não,MG,Professor/Pesquisador,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Feminino,Não,RJ,Analista de Dados/Data Analyst,Pleno,de 5 a 6 anos,de 3 a 4 anos
34,Masculino,Não,PR,,,de 5 a 6 anos,de 3 a 4 anos
28,Feminino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Masculino,Não,DF,Outra Opção,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Masculino,Não,MT,Analytics Engineer,Pleno,de 3 a 4 anos,de 1 a 2 anos
31,Feminino,Não,PR,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
35,Masculino,Não,SP,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,de 5 a 6 anos
35,Masculino,Não,RJ,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Masculino,Não,CE,,,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
23,Masculino,Não,SP,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34,Feminino,Não,SP,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,de 5 a 6 anos
34,Masculino,Não,GO,Analista de Suporte/Analista Técnico,Pleno,de 1 a 2 anos,de 5 a 6 anos
29,Masculino,Não,PE,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,de 1 a 2 anos
26,Feminino,Não,,,,de 5 a 6 anos,Mais de 10 anos
52,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,Mais de 10 anos,de 3 a 4 anos
27,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25,Masculino,Não,SP,Analista de BI/BI Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38,Masculino,Não,RS,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Feminino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Masculino,Não,SP,Analista de Negócios/Business Analyst,Sênior,de 5 a 6 anos,de 3 a 4 anos
31,Feminino,Não,SP,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Masculino,Não,RJ,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
45,Masculino,Não,RS,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Masculino,Não,ES,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,MG,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de 3 a 4 anos,de 3 a 4 anos
27,Feminino,Não,MG,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,de 5 a 6 anos,de 1 a 2 anos
50,Masculino,Não,PR,Professor/Pesquisador,Sênior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Masculino,Não,PB,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Masculino,Não,CE,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,de 7 a 10 anos
31,Masculino,Não,CE,Analista de Negócios/Business Analyst,Pleno,de 3 a 4 anos,Menos de 1 ano
27,Masculino,Não,RJ,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,Menos de 1 ano
38,Masculino,Não,RJ,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 7 a 10 anos,de 7 a 10 anos
33,Masculino,Não,SP,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,MG,Cientista de Dados/Data Scientist,Pleno,de 1 a 2 anos,Menos de 1 ano
29,Feminino,Sim,SP,Analista de Negócios/Business Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26,Feminino,Sim,MG,Analista de BI/BI Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,PR,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,de 5 a 6 anos
22,Masculino,Não,SP,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,de 7 a 10 anos
31,Masculino,Não,MS,Analista de BI/BI Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
41,Masculino,Não,SC,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,SP,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,de 7 a 10 anos
32,Masculino,Não,PR,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
35,Masculino,Não,SC,Analista de BI/BI Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,de 1 a 2 anos
25,Feminino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Menos de 1 ano
26,Masculino,Não,RS,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
40,Masculino,Não,PI,Analista de Suporte/Analista Técnico,Pleno,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38,Feminino,Não,SP,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26,Masculino,Não,BA,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,de 3 a 4 anos
20,Masculino,Não,RS,Professor/Pesquisador,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
23,Masculino,Não,SP,Outra Opção,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,BA,Analista de BI/BI Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Masculino,Não,MG,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,SP,,,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25,Masculino,Não,DF,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Menos de 1 ano
34,Masculino,Não,RN,Cientista de Dados/Data Scientist,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38,Masculino,Não,SP,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Masculino,Não,BA,Outra Opção,Júnior,Menos de 1 ano,Menos de 1 ano
19,Masculino,Não,DF,Analista de BI/BI Analyst,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Masculino,Não,DF,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
43,Masculino,Não,MG,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,Mais de 10 anos,Mais de 10 anos
22,Masculino,Não,CE,Analytics Engineer,Pleno,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,SP,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,SP,Analista de BI/BI Analyst,Sênior,de 7 a 10 anos,de 1 a 2 anos
41,Masculino,Não,PR,,,Mais de 10 anos,de 1 a 2 anos
41,Masculino,Não,SP,Cientista de Dados/Data Scientist,Júnior,de 1 a 2 anos,de 3 a 4 anos
28,Feminino,Não,SP,Outra Opção,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
42,Feminino,Não,SC,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,Não tenho experiência na área de dados,de 7 a 10 anos
30,Masculino,Não,SP,Analytics Engineer,Sênior,Mais de 10 anos,de 1 a 2 anos
35,Masculino,Sim,MG,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Pleno,Menos de 1 ano,de 3 a 4 anos
28,Feminino,Não,SP,Analista de BI/BI Analyst,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 1 a 2 anos,de 3 a 4 anos
26,Feminino,Não,SP,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de 5 a 6 anos,de 1 a 2 anos
46,Feminino,Não,SP,Cientista de Dados/Data Scientist,Sênior,de 3 a 4 anos,de 7 a 10 anos
38,Feminino,Não,DF,,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
57,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Mais de 10 anos
34,Masculino,Não,SP,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Feminino,Não,SC,Analista de Dados/Data Analyst,Júnior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,Menos de 1 ano,Menos de 1 ano
41,Masculino,Não,RS,Analista de BI/BI Analyst,Júnior,de 1 a 2 anos,de 1 a 2 anos
